year,region,govt_schools,nongovt_schools,total_schools,enrolment_f1f4,total_teachers,schools_with_electricity,pct_schools_electricity,desktop_computers,laptop_computers,projectors,enrolment_for_dropout,total_dropouts,dropout_rate_regional,pupil_book_ratio,disability_enrolment,csee_div1_pct,infra_imputed_2020,ptr_regional,desktops_per_school,teachers_per_school,nongovt_share,enrolment_per_school,laptops_per_school,csee_pass_rate,csee_fail_rate,csee_candidates,dropout_rate_pct,gross_completion_rate,total_teachers_national,qualified_teachers_national,qualified_teacher_ratio,ptr_national,csee_pass_rate_lag1,csee_pass_rate_lag2,ptr_national_lag1,ptr_national_lag2,gross_completion_rate_lag1,gross_completion_rate_lag2,pct_schools_electricity_lag1,pct_schools_electricity_lag2,dropout_rate_pct_lag1,dropout_rate_pct_lag2,enrolment_f1f4_lag1,enrolment_f1f4_lag2,total_teachers_lag1,total_teachers_lag2,csee_pass_rate_roll2,csee_pass_rate_roll3,ptr_national_roll2,ptr_national_roll3,dropout_rate_pct_roll2,dropout_rate_pct_roll3,gross_completion_rate_roll2,gross_completion_rate_roll3,pct_schools_electricity_roll2,pct_schools_electricity_roll3,enrolment_yoy_growth,teacher_yoy_growth,school_yoy_growth,electricity_yoy_growth,ict_yoy_growth,enrolment_teacher_growth_gap,infra_index,electricity_index,ict_index,dropout_burden,disability_inclusion_rate,year_index,log_enrolment,log_schools,teacher_quality_x_density,infra_x_teacher_quality,ptr_x_electricity,retention_pressure,education_quality_index,csee_cumulative_improvement
2020,KATAVI,43,6,49,24718,762,,64.9122807017544,401.0,50.0,52.0,,3.0,,,1.0,7.19,1,32.44,8.18,15.55,0.1224,504.4,1.02,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,64.9122807017544,64.9122807017544,,,,,,,0.3848,0.6491,0.7755,0.0121,0.0405,0,10.1153,3.912,15.385,0.3807,14.6048,0.1191,0.4768,
2021,KATAVI,51,6,57,28562,783,57.0,64.9122807017544,401.0,50.0,52.0,24718.0,9.67715834614451,0.0392,,1.0,6.57,0,36.48,7.04,13.74,0.1053,501.1,0.88,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,64.9122807017544,,4.59,,24718.0,,762.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,64.9122807017544,64.9122807017544,0.1555,0.0276,0.1633,0.0,0.0,0.1279,0.3389,0.6491,0.6674,0.0339,0.035,1,10.2599,4.0604,13.6255,0.3361,14.9293,0.1161,0.6023,1.4599999999999937
2022,KATAVI,56,6,62,32167,858,62.0,67.741935483871,408.0,48.0,54.0,28562.0,8.9629577760661,0.0314,,0.0,7.25,0,37.49,6.58,13.84,0.0968,518.8,0.77,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,64.9122807017544,64.9122807017544,4.5879815937378,4.59,28562.0,24718.0,783.0,762.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,66.3271080928127,65.85549896245993,0.1262,0.0958,0.0877,0.0436,0.0175,0.03040000000000001,0.3356,0.6774,0.6238,0.0279,0.0,2,10.3787,4.1431,13.7369,0.3331,16.2576,0.1262,0.3495,1.9500000000000028
2023,KATAVI,66,5,71,37443,946,71.0,61.9718309859155,294.0,26.0,49.0,32167.0,10.143936332265987,0.0315,,4.0,8.05,0,39.58,4.14,13.32,0.0704,527.4,0.37,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,67.741935483871,64.9122807017544,4.88961711903057,4.5879815937378,32167.0,28562.0,858.0,783.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,64.85688323489325,64.8753490571803,0.164,0.1026,0.1452,-0.0852,-0.2794,0.06140000000000001,0.1985,0.6197,0.3925,0.0271,0.1068,3,10.5306,4.2767,13.2406,0.1973,15.4925,0.1148,0.5657,3.530000000000001
2024,KATAVI,74,5,79,40598,998,79.0,60.7594936708861,419.0,60.0,74.0,37443.0,11.0781721550089,0.0296,,3.0,,0,40.68,5.3,12.63,0.0633,513.9,0.76,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,61.9718309859155,67.741935483871,4.82765190955621,4.88961711903057,37443.0,32167.0,946.0,858.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,61.3656623284008,63.491086713557536,0.0843,0.055,0.1127,-0.0196,0.4252,0.0293,0.2472,0.6076,0.5025,0.0273,0.0739,4,10.6115,4.382,12.5532,0.2457,15.7976,0.1165,0.4658,
2020,KIGOMA,140,53,193,85249,2762,,43.5,750.0,175.0,166.0,,4.0,,,8.0,7.19,1,30.86,3.89,14.31,0.2746,441.7,0.91,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,43.5,43.5,,,,,,,0.0977,0.435,0.3688,0.0047,0.0938,0,11.3533,5.2679,14.1581,0.0967,9.7875,0.1191,0.3987,
2021,KIGOMA,146,54,200,94225,2856,200.0,43.5,750.0,175.0,166.0,85249.0,3.8663210125632,0.0045,,8.0,6.57,0,32.99,3.75,14.28,0.27,471.1,0.88,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,43.5,,4.59,,85249.0,,2762.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,43.5,43.5,0.1053,0.034,0.0363,0.0,0.0,0.0713,0.0916,0.435,0.3555,0.0041,0.0849,1,11.4535,5.3033,14.161,0.0908,10.005,0.1161,0.5241,1.4599999999999937
2022,KIGOMA,160,54,214,103278,3000,214.0,58.8785046728972,780.0,174.0,195.0,94225.0,4.73016715309101,0.005,,6.0,7.25,0,34.43,3.64,14.02,0.2523,482.6,0.81,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,43.5,43.5,4.5879815937378,4.59,94225.0,85249.0,2856.0,2762.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,51.189252336448604,48.62616822429907,0.0961,0.0504,0.07,0.3535,0.04,0.045700000000000005,0.1786,0.5888,0.3451,0.0046,0.0581,2,11.5452,5.3706,13.9156,0.1773,14.1312,0.1262,0.3171,1.9500000000000028
2023,KIGOMA,176,52,228,117572,3093,228.0,62.280701754386,690.0,176.0,162.0,103278.0,4.096709851081546,0.004,,10.0,8.05,0,38.01,3.03,13.57,0.2281,515.7,0.77,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,58.8785046728972,43.5,4.88961711903057,4.5879815937378,103278.0,94225.0,3000.0,2856.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,60.579603213641604,54.886402142427734,0.1384,0.031,0.0654,0.0578,-0.1154,0.1074,0.1761,0.6228,0.2873,0.0035,0.0851,3,11.6748,5.4337,13.4891,0.1751,15.57,0.1148,0.5668,3.530000000000001
2024,KIGOMA,187,55,242,127429,3240,242.0,64.4628099173554,1019.0,221.0,229.0,117572.0,4.19232470316062,0.0036,,10.0,,0,39.33,4.21,13.39,0.2273,526.6,0.91,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,62.280701754386,58.8785046728972,4.82765190955621,4.88961711903057,117572.0,103278.0,3093.0,3000.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,63.3717558358707,61.87400544821287,0.0838,0.0475,0.0614,0.035,0.4768,0.0363,0.2366,0.6446,0.3991,0.0033,0.0785,4,11.7553,5.4931,13.3086,0.2352,16.7596,0.1165,0.4793,
2020,KILIMANJARO,225,119,344,136627,6683,,91.5942028985507,3672.0,1101.0,417.0,,5.0,,,14.0,7.19,1,20.44,10.67,19.43,0.3459,397.2,3.2,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,91.5942028985507,91.5942028985507,,,,,,,0.7186,0.9159,1.0,0.0037,0.1025,0,11.825,5.8435,19.2238,0.711,20.6078,0.1191,0.5742,
2021,KILIMANJARO,228,117,345,136074,6718,345.0,91.5942028985507,3672.0,1101.0,417.0,136627.0,2.18478046067029,0.0016,,14.0,6.57,0,20.26,10.64,19.47,0.3391,394.4,3.19,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,91.5942028985507,,4.59,,136627.0,,6683.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,91.5942028985507,91.5942028985507,-0.004,0.0052,0.0029,0.0,0.0,-0.0092,0.7171,0.9159,1.0,0.0016,0.1029,1,11.821,5.8464,19.3078,0.7111,21.0657,0.1161,0.6997,1.4599999999999937
2022,KILIMANJARO,228,121,349,135080,6617,349.0,94.269340974212,3825.0,1223.0,443.0,136074.0,2.21717594838103,0.0016,,17.0,7.25,0,20.41,10.96,18.96,0.3467,387.0,3.5,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,91.5942028985507,91.5942028985507,4.5879815937378,4.59,136074.0,136627.0,6718.0,6683.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,92.93177193638135,92.4859155904378,-0.0073,-0.015,0.0116,0.0292,0.0417,0.007699999999999999,0.7566,0.9427,1.0,0.0016,0.1259,2,11.8136,5.8579,18.8188,0.751,22.6248,0.1262,0.4463,1.9500000000000028
2023,KILIMANJARO,233,124,357,137347,6733,357.0,95.5182072829132,2790.0,1066.0,391.0,135080.0,1.8825880959431447,0.0014,,14.0,8.05,0,20.4,7.82,18.86,0.3473,384.7,2.99,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,94.269340974212,91.5942028985507,4.88961711903057,4.5879815937378,135080.0,136074.0,6617.0,6718.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,94.8937741285626,93.79391705189198,0.0168,0.0175,0.0229,0.0132,-0.2706,-0.0007000000000000027,0.6331,0.9552,0.7414,0.0014,0.1019,3,11.8303,5.8805,18.7476,0.6293,23.88,0.1148,0.6881,3.530000000000001
2024,KILIMANJARO,245,126,371,144274,6870,371.0,96.7654986522911,3939.0,1335.0,496.0,137347.0,1.60105426401742,0.0012,,7.0,,0,21.0,10.62,18.52,0.3396,388.9,3.6,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,95.5182072829132,94.269340974212,4.82765190955621,4.88961711903057,137347.0,135080.0,6733.0,6617.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,96.14185296760215,95.51768230313877,0.0504,0.0203,0.0392,0.0131,0.4118,0.030100000000000002,0.7635,0.9677,1.0,0.0011,0.0485,4,11.8795,5.9189,18.4075,0.7589,25.1602,0.1165,0.5972,
2020,LINDI,123,7,130,40025,1575,,65.6488549618321,537.0,67.0,83.0,,3.0,,,4.0,7.19,1,25.41,4.13,12.12,0.0538,307.9,0.52,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,65.6488549618321,65.6488549618321,,,,,,,0.2262,0.6565,0.3915,0.0075,0.0999,0,10.5973,4.8752,11.9914,0.2238,14.7712,0.1191,0.4795,
2021,LINDI,124,7,131,43729,1686,131.0,65.6488549618321,537.0,67.0,83.0,40025.0,8.38475952529669,0.0209,,4.0,6.57,0,25.94,4.1,12.87,0.0534,333.8,0.51,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,65.6488549618321,,4.59,,40025.0,,1575.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,65.6488549618321,65.6488549618321,0.0925,0.0705,0.0077,0.0,0.0,0.022000000000000006,0.2247,0.6565,0.3887,0.0192,0.0915,1,10.6858,4.8828,12.7628,0.2228,15.0995,0.1161,0.605,1.4599999999999937
2022,LINDI,126,7,133,47973,1763,133.0,70.6766917293233,555.0,83.0,94.0,43729.0,9.58174209334766,0.0219,,1.0,7.25,0,27.21,4.17,13.26,0.0526,360.7,0.62,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,65.6488549618321,65.6488549618321,4.5879815937378,4.59,43729.0,40025.0,1686.0,1575.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,68.1627733455777,67.32480055099583,0.0971,0.0457,0.0153,0.0766,0.0335,0.05140000000000001,0.262,0.7068,0.3953,0.02,0.0208,2,10.7784,4.8978,13.1613,0.26,16.9632,0.1262,0.3602,1.9500000000000028
2023,LINDI,140,7,147,52298,1852,147.0,73.469387755102,448.0,130.0,88.0,47973.0,10.197402705688617,0.0213,,4.0,8.05,0,28.24,3.05,12.6,0.0476,355.8,0.88,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,70.6766917293233,65.6488549618321,4.88961711903057,4.5879815937378,47973.0,43729.0,1763.0,1686.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,72.07303974221264,69.93164481541913,0.0902,0.0505,0.1053,0.0395,-0.1928,0.0397,0.249,0.7347,0.2892,0.0195,0.0765,3,10.8647,4.9972,12.5249,0.2475,18.3675,0.1148,0.6076,3.530000000000001
2024,LINDI,150,7,157,55434,1905,157.0,75.7961783439491,921.0,179.0,137.0,52298.0,9.76710390454702,0.0187,,5.0,,0,29.1,5.87,12.13,0.0446,353.1,1.14,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,73.469387755102,70.6766917293233,4.82765190955621,4.88961711903057,52298.0,47973.0,1852.0,1763.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,74.63278304952556,73.31408594279146,0.06,0.0286,0.068,0.0317,1.0558,0.0314,0.3734,0.758,0.5565,0.0176,0.0902,4,10.923,5.0626,12.0563,0.3711,19.708,0.1165,0.5207,
2020,MANYARA,146,19,165,66199,3036,,67.6470588235294,761.0,160.0,117.0,,5.0,,,0.0,7.19,1,21.8,4.61,18.4,0.1152,401.2,0.97,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,67.6470588235294,67.6470588235294,,,,,,,0.2725,0.6765,0.437,0.0076,0.0,0,11.1004,5.112,18.2047,0.2696,15.2212,0.1191,0.4868,
2021,MANYARA,150,20,170,69719,3106,170.0,67.6470588235294,761.0,160.0,117.0,66199.0,5.61942023293403,0.0085,,0.0,6.57,0,22.45,4.48,18.27,0.1176,410.1,0.94,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,67.6470588235294,,4.59,,66199.0,,3036.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,67.6470588235294,67.6470588235294,0.0532,0.0231,0.0303,0.0,0.0,0.0301,0.2668,0.6765,0.4247,0.0081,0.0,1,11.1522,5.1417,18.1178,0.2646,15.5595,0.1161,0.6123,1.4599999999999937
2022,MANYARA,153,21,174,73908,3168,174.0,77.5862068965517,793.0,187.0,138.0,69719.0,6.12745449590499,0.0088,,5.0,7.25,0,23.33,4.56,18.21,0.1207,424.8,1.07,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,67.6470588235294,67.6470588235294,4.5879815937378,4.59,69719.0,66199.0,3106.0,3036.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,72.61663286004055,70.96010818120351,0.0601,0.02,0.0235,0.1469,0.042,0.0401,0.335,0.7759,0.4323,0.0083,0.0677,2,11.2106,5.1648,18.0744,0.3325,18.6216,0.1262,0.3854,1.9500000000000028
2023,MANYARA,163,20,183,80356,3293,183.0,81.4207650273224,714.0,298.0,154.0,73908.0,5.41348703793906,0.0073,,3.0,8.05,0,24.4,3.9,17.99,0.1093,439.1,1.63,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,77.5862068965517,67.6470588235294,4.88961711903057,4.5879815937378,73908.0,69719.0,3168.0,3106.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,79.50348596193706,75.55134358246784,0.0872,0.0395,0.0517,0.0494,-0.0996,0.0477,0.3562,0.8142,0.3697,0.0067,0.0373,3,11.2942,5.2149,17.8827,0.3541,20.355,0.1148,0.6367,3.530000000000001
2024,MANYARA,170,20,190,89532,3488,190.0,84.7368421052632,894.0,318.0,188.0,80356.0,4.84966897306984,0.006,,43.0,,0,25.67,4.71,18.36,0.1053,471.2,1.67,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,81.4207650273224,77.5862068965517,4.82765190955621,4.88961711903057,80356.0,73908.0,3293.0,3168.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,83.0788035662928,81.24793800971243,0.1142,0.0592,0.0383,0.0407,0.2521,0.05499999999999999,0.4067,0.8474,0.4465,0.0054,0.4803,4,11.4024,5.2523,18.2484,0.4042,22.0324,0.1165,0.5533,
2020,MARA,198,38,236,117082,3600,,71.2,990.0,327.0,184.0,,3.0,,,2.0,7.19,1,32.52,4.19,15.25,0.161,496.1,1.39,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,71.2,71.2,,,,,,,0.2952,0.712,0.3972,0.0026,0.0171,0,11.6706,5.4681,15.0882,0.2921,16.02,0.1191,0.4998,
2021,MARA,212,38,250,125879,3722,250.0,71.2,990.0,327.0,184.0,117082.0,3.79477631061991,0.0032,,2.0,6.57,0,33.82,3.96,14.89,0.152,503.5,1.31,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,71.2,,4.59,,117082.0,,3600.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,71.2,71.2,0.0751,0.0339,0.0593,0.0,0.0,0.0412,0.284,0.712,0.3754,0.003,0.0159,1,11.7431,5.5255,14.7659,0.2816,16.376,0.1161,0.6253,1.4599999999999937
2022,MARA,224,39,263,137467,3844,263.0,71.4828897338403,1019.0,295.0,205.0,125879.0,3.85926167192304,0.0031,,27.0,7.25,0,35.76,3.87,14.62,0.1483,522.7,1.12,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,71.2,71.2,4.5879815937378,4.59,125879.0,117082.0,3722.0,3600.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,71.34144486692014,71.29429657794677,0.0921,0.0328,0.052,0.004,0.0293,0.0593,0.2752,0.7148,0.3669,0.0028,0.1964,2,11.8311,5.5759,14.5111,0.2732,17.1552,0.1262,0.3631,1.9500000000000028
2023,MARA,238,40,278,154697,3902,278.0,72.6618705035971,785.0,272.0,204.0,137467.0,4.894992980133414,0.0036,,12.0,8.05,0,39.65,2.82,14.04,0.1439,556.5,0.98,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,71.4828897338403,71.2,4.88961711903057,4.5879815937378,137467.0,125879.0,3844.0,3722.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,72.0723801187187,71.78158674581246,0.1253,0.0151,0.057,0.0165,-0.2296,0.11019999999999999,0.2397,0.7266,0.2673,0.0032,0.0776,3,11.9492,5.6312,13.9563,0.2383,18.165,0.1148,0.6047,3.530000000000001
2024,MARA,262,38,300,166711,4112,300.0,72.3333333333333,1181.0,353.0,237.0,154697.0,4.08799136376271,0.0026,,10.0,,0,40.54,3.94,13.71,0.1267,555.7,1.18,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,72.6618705035971,71.4828897338403,4.82765190955621,4.88961711903057,154697.0,137467.0,3902.0,3844.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,72.4976019184652,72.15936452359023,0.0777,0.0538,0.0791,-0.0045,0.5045,0.023900000000000005,0.2852,0.7233,0.3735,0.0025,0.06,4,12.024,5.7071,13.6267,0.2835,18.8058,0.1165,0.5081,
2020,MBEYA,171,71,242,129157,5695,,83.9357429718875,1367.0,287.0,309.0,,7.0,,,10.0,7.19,1,22.68,5.65,23.53,0.2934,533.7,1.19,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,83.9357429718875,83.9357429718875,,,,,,,0.417,0.8394,0.5356,0.0054,0.0774,0,11.7688,5.4931,23.2803,0.4126,18.8865,0.1191,0.5463,
2021,MBEYA,175,74,249,135797,5733,249.0,83.9357429718875,1367.0,287.0,309.0,129157.0,2.88640956355443,0.0022,,10.0,6.57,0,23.69,5.49,23.02,0.2972,545.4,1.15,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,83.9357429718875,,4.59,,129157.0,,5695.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,83.9357429718875,83.9357429718875,0.0514,0.0067,0.0289,0.0,0.0,0.044700000000000004,0.4098,0.8394,0.5205,0.0021,0.0736,1,11.8189,5.5215,22.8282,0.4064,19.3062,0.1161,0.6718,1.4599999999999937
2022,MBEYA,187,76,263,140402,5816,263.0,84.7908745247148,1529.0,330.0,324.0,135797.0,2.88666170828516,0.0021,,7.0,7.25,0,24.14,5.81,22.11,0.289,533.8,1.25,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,83.9357429718875,83.9357429718875,4.5879815937378,4.59,135797.0,129157.0,5733.0,5695.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,84.36330874830115,84.22078682282994,0.0339,0.0145,0.0562,0.0102,0.1185,0.0194,0.4302,0.8479,0.5508,0.0021,0.0499,2,11.8523,5.5759,21.9454,0.427,20.3496,0.1262,0.4117,1.9500000000000028
