year,region,govt_schools,nongovt_schools,total_schools,enrolment_f1f4,total_teachers,schools_with_electricity,pct_schools_electricity,desktop_computers,laptop_computers,projectors,enrolment_for_dropout,total_dropouts,dropout_rate_regional,pupil_book_ratio,disability_enrolment,csee_div1_pct,infra_imputed_2020,ptr_regional,desktops_per_school,teachers_per_school,nongovt_share,enrolment_per_school,laptops_per_school,csee_pass_rate,csee_fail_rate,csee_candidates,dropout_rate_pct,gross_completion_rate,total_teachers_national,qualified_teachers_national,qualified_teacher_ratio,ptr_national,csee_pass_rate_lag1,csee_pass_rate_lag2,ptr_national_lag1,ptr_national_lag2,gross_completion_rate_lag1,gross_completion_rate_lag2,pct_schools_electricity_lag1,pct_schools_electricity_lag2,dropout_rate_pct_lag1,dropout_rate_pct_lag2,enrolment_f1f4_lag1,enrolment_f1f4_lag2,total_teachers_lag1,total_teachers_lag2,csee_pass_rate_roll2,csee_pass_rate_roll3,ptr_national_roll2,ptr_national_roll3,dropout_rate_pct_roll2,dropout_rate_pct_roll3,gross_completion_rate_roll2,gross_completion_rate_roll3,pct_schools_electricity_roll2,pct_schools_electricity_roll3,enrolment_yoy_growth,teacher_yoy_growth,school_yoy_growth,electricity_yoy_growth,ict_yoy_growth,enrolment_teacher_growth_gap,infra_index,electricity_index,ict_index,dropout_burden,disability_inclusion_rate,year_index,log_enrolment,log_schools,teacher_quality_x_density,infra_x_teacher_quality,ptr_x_electricity,retention_pressure,education_quality_index,csee_cumulative_improvement
2023,MBEYA,203,71,274,148564,6061,274.0,83.5766423357664,1526.0,326.0,284.0,140402.0,3.4707482799390323,0.0025,,8.0,8.05,0,24.51,5.57,22.12,0.2591,542.2,1.19,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,84.7908745247148,83.9357429718875,4.88961711903057,4.5879815937378,140402.0,135797.0,5816.0,5733.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,84.1837584302406,84.10108661078955,0.0581,0.0421,0.0418,-0.0143,-0.002,0.016,0.412,0.8358,0.5281,0.0023,0.0538,3,11.9088,5.6168,21.9881,0.4095,20.895,0.1148,0.6445,3.530000000000001
2024,MBEYA,214,72,286,154816,6286,286.0,90.2097902097902,1896.0,367.0,360.0,148564.0,2.89706793031959,0.002,,3.0,,0,24.63,6.63,21.98,0.2517,541.3,1.28,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,83.5766423357664,84.7908745247148,4.82765190955621,4.88961711903057,148564.0,140402.0,6061.0,5816.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,86.89321627277829,86.19243569009046,0.0421,0.0371,0.0438,0.0794,0.2425,0.0049999999999999975,0.4935,0.9021,0.6286,0.0019,0.0194,4,11.95,5.6595,21.8464,0.4905,23.4546,0.1165,0.5733,
2020,MOROGORO,186,64,250,125172,5605,,72.0930232558139,1859.0,433.0,283.0,,7.0,,,4.0,7.19,1,22.33,7.44,22.42,0.256,500.7,1.73,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,72.0930232558139,72.0930232558139,,,,,,,0.4291,0.7209,0.7053,0.0056,0.032,0,11.7375,5.5255,22.1821,0.4245,16.2202,0.1191,0.503,
2021,MOROGORO,194,64,258,140380,5688,258.0,72.0930232558139,1859.0,433.0,283.0,125172.0,3.35058958872591,0.0027,,4.0,6.57,0,24.68,7.21,22.05,0.2481,544.1,1.68,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,72.0930232558139,,4.59,,125172.0,,5605.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,72.0930232558139,72.0930232558139,0.1215,0.0148,0.032,0.0,0.0,0.10669999999999999,0.4191,0.7209,0.6835,0.0024,0.0285,1,11.8521,5.5568,21.8663,0.4156,16.5807,0.1161,0.6285,1.4599999999999937
2022,MOROGORO,210,66,276,151354,5724,276.0,76.0869565217391,1719.0,445.0,290.0,140380.0,3.39720757942727,0.0024,,16.0,7.25,0,26.44,6.23,20.74,0.2391,548.4,1.61,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,72.0930232558139,72.0930232558139,4.5879815937378,4.59,140380.0,125172.0,5688.0,5605.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,74.0899898887765,73.42433434445563,0.0782,0.0063,0.0698,0.0554,-0.0753,0.0719,0.4058,0.7609,0.5906,0.0022,0.1057,2,11.9274,5.624,20.5856,0.4028,18.2616,0.1262,0.3799,1.9500000000000028
2023,MOROGORO,232,67,299,163406,6015,299.0,76.5886287625418,1257.0,415.0,254.0,151354.0,3.1436235580163063,0.0021,,14.0,8.05,0,27.17,4.2,20.12,0.2241,546.5,1.39,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,76.0869565217391,72.0930232558139,4.88961711903057,4.5879815937378,151354.0,140380.0,5724.0,5688.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,76.33779264214044,74.92286951336494,0.0796,0.0508,0.0833,0.0066,-0.2688,0.028800000000000006,0.3283,0.7659,0.3982,0.0019,0.0857,3,12.004,5.7038,20.0,0.3263,19.1475,0.1148,0.619,3.530000000000001
2024,MOROGORO,247,69,316,173932,6297,316.0,79.4303797468354,1742.0,518.0,388.0,163406.0,3.31077194227874,0.002,,14.0,,0,27.62,5.51,19.93,0.2184,550.4,1.64,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,76.5886287625418,76.0869565217391,4.82765190955621,4.88961711903057,163406.0,151354.0,6015.0,5724.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,78.00950425468861,77.3686550103721,0.0644,0.0469,0.0569,0.0371,0.3858,0.0175,0.4017,0.7943,0.5224,0.0019,0.0805,4,12.0664,5.7589,19.8089,0.3993,20.6518,0.1165,0.534,
2020,MTWARA,140,13,153,61800,2443,,61.0062893081761,601.0,166.0,108.0,,3.0,,,2.0,7.19,1,25.3,3.93,15.97,0.085,403.9,1.08,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,61.0062893081761,61.0062893081761,,,,,,,0.2121,0.6101,0.3726,0.0049,0.0324,0,11.0317,5.037,15.8005,0.2098,13.7272,0.1191,0.4626,
2021,MTWARA,146,13,159,67052,2466,159.0,61.0062893081761,601.0,166.0,108.0,61800.0,7.40614886731392,0.012,,2.0,6.57,0,27.19,3.78,15.51,0.0818,421.7,1.04,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,61.0062893081761,,4.59,,61800.0,,2443.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,61.0062893081761,61.0062893081761,0.085,0.0094,0.0392,0.0,0.0,0.0756,0.2053,0.6101,0.3584,0.011,0.0298,1,11.1132,5.0752,15.3808,0.2036,14.0323,0.1161,0.5881,1.4599999999999937
2022,MTWARA,151,13,164,72939,2458,164.0,65.8536585365854,644.0,181.0,108.0,67052.0,6.2339676668854,0.0093,,2.0,7.25,0,29.67,3.93,14.99,0.0793,444.8,1.1,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,61.0062893081761,61.0062893081761,4.5879815937378,4.59,67052.0,61800.0,2466.0,2443.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,63.42997392238075,62.6220790509792,0.0878,-0.0032,0.0314,0.0795,0.0715,0.091,0.2424,0.6585,0.3726,0.0085,0.0274,2,11.1974,5.1059,14.8784,0.2406,15.804,0.1262,0.3426,1.9500000000000028
2023,MTWARA,166,13,179,77875,2570,179.0,65.9217877094972,573.0,165.0,110.0,72939.0,7.901122856085221,0.0108,,4.0,8.05,0,30.3,3.2,14.36,0.0726,435.1,0.92,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,65.8536585365854,61.0062893081761,4.88961711903057,4.5879815937378,72939.0,67052.0,2458.0,2466.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,65.8877231230413,64.26057851808623,0.0677,0.0456,0.0915,0.001,-0.1102,0.022099999999999995,0.21,0.6592,0.3034,0.0101,0.0514,3,11.2629,5.193,14.2744,0.2087,16.48,0.1148,0.5801,3.530000000000001
2024,MTWARA,179,14,193,80302,2631,193.0,67.8756476683938,795.0,219.0,161.0,77875.0,8.82568218298555,0.0113,,4.0,,0,30.52,4.12,13.63,0.0725,416.1,1.13,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,65.9217877094972,65.8536585365854,4.82765190955621,4.88961711903057,77875.0,72939.0,2570.0,2458.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,66.89871768894548,66.5503646381588,0.0312,0.0237,0.0782,0.0296,0.3874,0.0075,0.2626,0.6788,0.3906,0.011,0.0498,4,11.2936,5.2679,13.5472,0.261,17.6488,0.1165,0.4918,
2020,MWANZA,211,82,293,186267,6820,,76.8976897689769,1529.0,422.0,296.0,,6.0,,,1.0,7.19,1,27.31,5.22,23.28,0.2799,635.7,1.44,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,76.8976897689769,76.8976897689769,,,,,,,0.3684,0.769,0.4949,0.0032,0.0054,0,12.1349,5.6836,23.0329,0.3645,17.3025,0.1191,0.5206,
2021,MWANZA,220,83,303,201358,6851,303.0,76.8976897689769,1529.0,422.0,296.0,186267.0,4.56548932446434,0.0025,,1.0,6.57,0,29.39,5.05,22.61,0.2739,664.5,1.39,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,76.8976897689769,,4.59,,186267.0,,6820.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,76.8976897689769,76.8976897689769,0.081,0.0045,0.0341,0.0,0.0,0.0765,0.3604,0.769,0.4788,0.0023,0.005,1,12.2128,5.717,22.4216,0.3574,17.687,0.1161,0.6461,1.4599999999999937
2022,MWANZA,235,83,318,211744,6872,318.0,77.6729559748428,1496.0,439.0,333.0,201358.0,4.96329919844258,0.0025,,5.0,7.25,0,30.81,4.7,21.61,0.261,665.9,1.38,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,76.8976897689769,76.8976897689769,4.5879815937378,4.59,201358.0,186267.0,6851.0,6820.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,77.28532287190984,77.15611183759887,0.0516,0.0031,0.0495,0.0101,-0.0216,0.0485,0.3523,0.7767,0.4456,0.0023,0.0236,2,12.2631,5.7652,21.4491,0.3497,18.6408,0.1262,0.3857,1.9500000000000028
2023,MWANZA,250,88,338,237677,7193,338.0,80.1775147928994,1289.0,411.0,291.0,211744.0,4.296225630950582,0.002,,10.0,8.05,0,33.04,3.81,21.28,0.2604,703.2,1.22,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,77.6729559748428,76.8976897689769,4.88961711903057,4.5879815937378,211744.0,201358.0,6872.0,6851.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,78.9252353838711,78.24938684557303,0.1225,0.0467,0.0629,0.0322,-0.1384,0.0758,0.3298,0.8018,0.3612,0.0018,0.0421,3,12.3787,5.826,21.1531,0.3278,20.045,0.1148,0.6321,3.530000000000001
2024,MWANZA,272,86,358,251929,7536,358.0,85.4748603351955,1534.0,555.0,394.0,237677.0,4.24020834998759,0.0018,,28.0,,0,33.43,4.28,21.05,0.2402,703.7,1.55,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,80.1775147928994,77.6729559748428,4.82765190955621,4.88961711903057,237677.0,211744.0,7193.0,6872.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,82.82618756404744,81.10844370097924,0.06,0.0477,0.0592,0.0661,0.1901,0.012299999999999998,0.3913,0.8547,0.4058,0.0017,0.1111,4,12.4369,5.8833,20.9221,0.3889,22.2222,0.1165,0.556,
2020,NJOMBE,88,35,123,52524,2809,,72.8682170542636,782.0,338.0,151.0,,3.0,,,1.0,7.19,1,18.7,6.36,22.84,0.2846,427.0,2.75,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,72.8682170542636,72.8682170542636,,,,,,,0.4342,0.7287,0.603,0.0057,0.019,0,10.869,4.8203,22.5976,0.4296,16.3958,0.1191,0.5059,
2021,NJOMBE,90,39,129,55108,2814,129.0,72.8682170542636,782.0,338.0,151.0,52524.0,4.58457086284365,0.0087,,1.0,6.57,0,19.58,6.06,21.81,0.3023,427.2,2.62,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,72.8682170542636,,4.59,,52524.0,,2809.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,72.8682170542636,72.8682170542636,0.0492,0.0018,0.0488,0.0,0.0,0.0474,0.4186,0.7287,0.5745,0.0083,0.0181,1,10.9171,4.8675,21.6283,0.4151,16.7601,0.1161,0.6314,1.4599999999999937
2022,NJOMBE,96,43,139,57241,2866,139.0,72.6618705035971,968.0,309.0,166.0,55108.0,4.1663642302388,0.0076,,2.0,7.25,0,19.97,6.96,20.62,0.3094,411.8,2.22,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,72.8682170542636,72.8682170542636,4.5879815937378,4.59,55108.0,52524.0,2814.0,2809.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,72.76504377893035,72.7994348707081,0.0387,0.0185,0.0775,-0.0028,0.2379,0.0202,0.4342,0.7266,0.6598,0.0073,0.0349,2,10.955,4.9416,20.4664,0.431,17.4384,0.1262,0.3674,1.9500000000000028
2023,NJOMBE,103,43,146,59508,2882,146.0,71.9178082191781,798.0,291.0,138.0,57241.0,3.8032179731311477,0.0066,,3.0,8.05,0,20.65,5.47,19.74,0.2945,407.6,1.99,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,72.6618705035971,72.8682170542636,4.88961711903057,4.5879815937378,57241.0,55108.0,2866.0,2814.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,72.2898393613876,72.4826319256796,0.0396,0.0056,0.0504,-0.0102,-0.1756,0.034,0.3679,0.7192,0.5186,0.0064,0.0504,3,10.9939,4.9904,19.6223,0.3657,17.98,0.1148,0.602,3.530000000000001
2024,NJOMBE,110,44,154,64543,2925,154.0,76.6233766233766,1058.0,358.0,208.0,59508.0,3.42811050615043,0.0058,,3.0,,0,22.07,6.87,18.99,0.2857,419.1,2.32,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,71.9178082191781,72.6618705035971,4.82765190955621,4.88961711903057,59508.0,57241.0,2882.0,2866.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,74.27059242127734,73.73435178205061,0.0846,0.0149,0.0548,0.0654,0.3258,0.0697,0.4589,0.7662,0.6513,0.0053,0.0465,4,11.0751,5.0434,18.8746,0.4561,19.9212,0.1165,0.5237,
2020,PWANI,119,74,193,94779,4989,,85.5,2075.0,462.0,220.0,,4.0,,,5.0,7.19,1,19.0,10.75,25.85,0.3834,491.1,2.39,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,85.5,85.5,,,,,,,0.6536,0.855,1.0,0.0042,0.0528,0,11.4593,5.2679,25.5757,0.6467,19.2375,0.1191,0.552,
2021,PWANI,125,75,200,109578,5095,200.0,85.5,2075.0,462.0,220.0,94779.0,2.33912575570538,0.0025,,5.0,6.57,0,21.51,10.38,25.48,0.375,547.9,2.31,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,85.5,,4.59,,94779.0,,4989.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,85.5,85.5,0.1561,0.0212,0.0363,0.0,0.0,0.1349,0.6374,0.855,0.9841,0.0021,0.0456,1,11.6044,5.3033,25.2677,0.6321,19.665,0.1161,0.6775,1.4599999999999937
2022,PWANI,137,82,219,122860,5280,219.0,88.1278538812785,1934.0,486.0,248.0,109578.0,2.4338827136834,0.0022,,14.0,7.25,0,23.27,8.83,24.11,0.3744,561.0,2.22,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,85.5,85.5,4.5879815937378,4.59,109578.0,94779.0,5095.0,4989.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,86.81392694063925,86.3759512937595,0.1212,0.0363,0.095,0.0307,-0.068,0.0849,0.5948,0.8813,0.8371,0.002,0.114,2,11.7188,5.3936,23.9305,0.5904,21.1512,0.1262,0.4239,1.9500000000000028
2023,PWANI,162,84,246,136855,5591,246.0,84.5528455284553,1901.0,431.0,217.0,122860.0,3.7131694611753217,0.003,,28.0,8.05,0,24.48,7.73,22.73,0.3415,556.3,1.75,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,88.1278538812785,85.5,4.88961711903057,4.5879815937378,122860.0,109578.0,5280.0,5095.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,86.3403497048669,86.06023313657793,0.1139,0.0589,0.1233,-0.0406,-0.0171,0.055,0.516,0.8455,0.7328,0.0027,0.2046,3,11.8267,5.5094,22.5945,0.5129,21.1375,0.1148,0.6481,3.530000000000001
2024,PWANI,176,88,264,149693,5936,264.0,85.2272727272727,2385.0,683.0,321.0,136855.0,3.01852325453948,0.0022,,19.0,,0,25.22,9.03,22.48,0.3333,567.0,2.59,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,84.5528455284553,88.1278538812785,4.82765190955621,4.88961711903057,136855.0,122860.0,5591.0,5280.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,84.89005912786399,85.96932404566883,0.0938,0.0617,0.0732,0.008,0.2546,0.0321,0.5983,0.8523,0.8561,0.002,0.1269,4,11.9163,5.5797,22.3434,0.5947,22.1598,0.1165,0.5551,
2020,RUKWA,72,23,95,47679,1743,,62.8865979381443,294.0,186.0,71.0,,4.0,,,0.0,7.19,1,27.35,3.09,18.35,0.2421,501.9,1.96,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,62.8865979381443,62.8865979381443,,,,,,,0.2271,0.6289,0.2929,0.0084,0.0,0,10.7723,4.5643,18.1553,0.2247,14.1502,0.1191,0.4694,
2021,RUKWA,73,24,97,51199,1763,97.0,62.8865979381443,294.0,186.0,71.0,47679.0,6.58151387403259,0.0138,,0.0,6.57,0,29.04,3.03,18.18,0.2474,527.8,1.92,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,62.8865979381443,,4.59,,47679.0,,1743.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,62.8865979381443,62.8865979381443,0.0738,0.0115,0.0211,0.0,0.0,0.06230000000000001,0.2235,0.6289,0.2873,0.0129,0.0,1,10.8435,4.585,18.0285,0.2216,14.4647,0.1161,0.5949,1.4599999999999937
2022,RUKWA,73,24,97,55898,1801,97.0,73.1958762886598,316.0,176.0,82.0,51199.0,6.33020176175316,0.0124,,1.0,7.25,0,31.04,3.26,18.57,0.2474,576.3,1.81,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,62.8865979381443,62.8865979381443,4.5879815937378,4.59,51199.0,47679.0,1763.0,1743.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,68.04123711340205,66.3230240549828,0.0918,0.0216,0.0,0.1639,0.0748,0.07020000000000001,0.2902,0.732,0.3091,0.0113,0.0179,2,10.9313,4.585,18.4317,0.288,17.568,0.1262,0.3694,1.9500000000000028
2023,RUKWA,81,26,107,63514,1822,107.0,76.6355140186916,250.0,159.0,84.0,55898.0,5.477834627356971,0.0098,,4.0,8.05,0,34.86,2.34,17.03,0.243,593.6,1.49,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,73.1958762886598,62.8865979381443,4.88961711903057,4.5879815937378,55898.0,51199.0,1801.0,1763.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,74.9156951536757,70.9059960818319,0.1362,0.0117,0.1031,0.047,-0.2089,0.12449999999999999,0.2662,0.7664,0.2218,0.0086,0.063,3,11.059,4.6821,16.9285,0.2646,19.16,0.1148,0.6192,3.530000000000001
2024,RUKWA,86,26,112,66079,1935,112.0,84.8214285714286,437.0,212.0,112.0,63514.0,6.71348049248984,0.0106,,4.0,,0,34.15,3.9,17.28,0.2321,590.0,1.89,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,76.6355140186916,73.1958762886598,4.82765190955621,4.88961711903057,63514.0,55898.0,1822.0,1801.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,80.7284712950601,78.21760629292667,0.0404,0.062,0.0467,0.1068,0.748,-0.0216,0.3867,0.8482,0.3697,0.0102,0.0605,4,11.0986,4.7274,17.175,0.3844,22.0532,0.1165,0.5536,
2020,RUVUMA,150,55,205,79880,3488,,53.5545023696682,701.0,423.0,124.0,,4.0,,,0.0,7.19,1,22.9,3.42,17.01,0.2683,389.7,2.06,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,53.5545023696682,53.5545023696682,,,,,,,0.1859,0.5355,0.3242,0.005,0.0,0,11.2883,5.3279,16.8295,0.1839,12.0488,0.1191,0.4354,
