year,region,govt_schools,nongovt_schools,total_schools,enrolment_f1f4,total_teachers,schools_with_electricity,pct_schools_electricity,desktop_computers,laptop_computers,projectors,enrolment_for_dropout,total_dropouts,dropout_rate_regional,pupil_book_ratio,disability_enrolment,csee_div1_pct,infra_imputed_2020,ptr_regional,desktops_per_school,teachers_per_school,nongovt_share,enrolment_per_school,laptops_per_school,csee_pass_rate,csee_fail_rate,csee_candidates,dropout_rate_pct,gross_completion_rate,total_teachers_national,qualified_teachers_national,qualified_teacher_ratio,ptr_national,csee_pass_rate_lag1,csee_pass_rate_lag2,ptr_national_lag1,ptr_national_lag2,gross_completion_rate_lag1,gross_completion_rate_lag2,pct_schools_electricity_lag1,pct_schools_electricity_lag2,dropout_rate_pct_lag1,dropout_rate_pct_lag2,enrolment_f1f4_lag1,enrolment_f1f4_lag2,total_teachers_lag1,total_teachers_lag2,csee_pass_rate_roll2,csee_pass_rate_roll3,ptr_national_roll2,ptr_national_roll3,dropout_rate_pct_roll2,dropout_rate_pct_roll3,gross_completion_rate_roll2,gross_completion_rate_roll3,pct_schools_electricity_roll2,pct_schools_electricity_roll3,enrolment_yoy_growth,teacher_yoy_growth,school_yoy_growth,electricity_yoy_growth,ict_yoy_growth,enrolment_teacher_growth_gap,infra_index,electricity_index,ict_index,dropout_burden,disability_inclusion_rate,year_index,log_enrolment,log_schools,teacher_quality_x_density,infra_x_teacher_quality,ptr_x_electricity,retention_pressure,education_quality_index,csee_cumulative_improvement
2021,RUVUMA,157,54,211,84062,3592,211.0,53.5545023696682,701.0,423.0,124.0,79880.0,5.38808212318478,0.0067,,0.0,6.57,0,23.4,3.32,17.02,0.2559,398.4,2.0,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,53.5545023696682,,4.59,,79880.0,,3488.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,53.5545023696682,53.5545023696682,0.0524,0.0298,0.0293,0.0,0.0,0.022600000000000002,0.18,0.5355,0.3148,0.0064,0.0,1,11.3393,5.3566,16.8782,0.1785,12.3165,0.1161,0.5608,1.4599999999999937
2022,RUVUMA,159,58,217,86520,3662,217.0,60.36866359447,820.0,351.0,149.0,84062.0,5.41505079584117,0.0064,,0.0,7.25,0,23.63,3.78,16.88,0.2673,398.7,1.62,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,53.5545023696682,53.5545023696682,4.5879815937378,4.59,84062.0,79880.0,3592.0,3488.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,56.9615829820691,55.82588944460213,0.0292,0.0195,0.0284,0.1272,0.1698,0.0097,0.2234,0.6037,0.3584,0.0063,0.0,2,11.3681,5.3845,16.7543,0.2217,14.4888,0.1262,0.3226,1.9500000000000028
2023,RUVUMA,173,58,231,91063,3777,231.0,61.038961038961,622.0,222.0,142.0,86520.0,5.618354137771613,0.0065,,17.0,8.05,0,24.11,2.69,16.35,0.2511,394.2,0.96,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,60.36866359447,53.5545023696682,4.88961711903057,4.5879815937378,86520.0,84062.0,3662.0,3592.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,60.7038123167155,58.320709001033066,0.0525,0.0314,0.0645,0.0111,-0.2415,0.0211,0.1636,0.6104,0.255,0.0062,0.1867,3,11.4193,5.4467,16.2525,0.1626,15.26,0.1148,0.5623,3.530000000000001
2024,RUVUMA,188,56,244,94107,3869,244.0,75.0,835.0,393.0,179.0,91063.0,5.73668778757563,0.0063,,16.0,,0,24.32,3.42,15.86,0.2295,385.7,1.61,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,61.038961038961,60.36866359447,4.82765190955621,4.88961711903057,91063.0,86520.0,3777.0,3662.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,68.0194805194805,65.46920821114367,0.0334,0.0244,0.0563,0.2287,0.3424,0.008999999999999998,0.2993,0.75,0.3242,0.0061,0.17,4,11.4522,5.5013,15.7636,0.2975,19.5,0.1165,0.5178,
2020,SHINYANGA,122,29,151,73116,2648,,64.968152866242,503.0,156.0,102.0,,5.0,,,0.0,7.19,1,27.61,3.33,17.54,0.1921,484.2,1.03,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,64.968152866242,64.968152866242,,,,,,,0.213,0.6497,0.3157,0.0068,0.0,0,11.1998,5.0239,17.3539,0.2107,14.6183,0.1191,0.477,
2021,SHINYANGA,126,31,157,78657,2734,157.0,64.968152866242,503.0,156.0,102.0,73116.0,6.32830023524263,0.0087,,0.0,6.57,0,28.77,3.2,17.41,0.1975,501.0,0.99,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,64.968152866242,,4.59,,73116.0,,2648.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,64.968152866242,64.968152866242,0.0758,0.0325,0.0397,0.0,0.0,0.043300000000000005,0.2068,0.6497,0.3034,0.008,0.0,1,11.2729,5.0626,17.2649,0.2051,14.9431,0.1161,0.6025,1.4599999999999937
2022,SHINYANGA,140,32,172,83348,2813,172.0,63.3720930232558,601.0,167.0,127.0,78657.0,7.17545800119506,0.0091,,3.0,7.25,0,29.63,3.49,16.35,0.186,484.6,0.97,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,64.968152866242,64.968152866242,4.5879815937378,4.59,78657.0,73116.0,2734.0,2648.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,64.1701229447489,64.43613291857993,0.0596,0.0289,0.0955,-0.0246,0.1948,0.0307,0.2067,0.6337,0.3309,0.0086,0.036,2,11.3308,5.1533,16.2282,0.2052,15.2088,0.1262,0.3335,1.9500000000000028
2023,SHINYANGA,154,31,185,94408,2899,185.0,67.027027027027,578.0,145.0,117.0,83348.0,7.227527955079906,0.0087,,8.0,8.05,0,32.57,3.12,15.67,0.1676,510.3,0.78,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,63.3720930232558,64.968152866242,4.88961711903057,4.5879815937378,83348.0,78657.0,2813.0,2734.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,65.19956002514141,65.12242430550826,0.1327,0.0306,0.0756,0.0577,-0.0383,0.10210000000000001,0.2085,0.6703,0.2958,0.0077,0.0847,3,11.4554,5.2257,15.5766,0.2073,16.7575,0.1148,0.5841,3.530000000000001
2024,SHINYANGA,161,32,193,104389,3062,193.0,70.9844559585492,713.0,219.0,168.0,94408.0,6.34162359122108,0.0067,,5.0,,0,34.09,3.69,15.87,0.1658,540.9,1.13,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,67.027027027027,63.3720930232558,4.82765190955621,4.88961711903057,94408.0,83348.0,2899.0,2813.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,69.0057414927881,67.12785866961066,0.1057,0.0562,0.0432,0.059,0.2336,0.0495,0.2662,0.7098,0.3498,0.0061,0.0479,4,11.5559,5.2679,15.7736,0.2646,18.4548,0.1165,0.5031,
2020,SIMIYU,145,12,157,67863,2227,,70.3703703703704,313.0,94.0,77.0,,4.0,,,3.0,7.19,1,30.47,1.99,14.18,0.0764,432.2,0.6,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,70.3703703703704,70.3703703703704,,,,,,,0.1818,0.7037,0.1887,0.0059,0.0442,0,11.1253,5.0626,14.0295,0.1799,15.8332,0.1191,0.4968,
2021,SIMIYU,150,12,162,71856,2327,162.0,70.3703703703704,313.0,94.0,77.0,67863.0,9.88756759942826,0.0146,,3.0,6.57,0,30.88,1.93,14.36,0.0741,443.6,0.58,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,70.3703703703704,,4.59,,67863.0,,2227.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,70.3703703703704,70.3703703703704,0.0588,0.0449,0.0318,0.0,0.0,0.013899999999999996,0.1789,0.7037,0.183,0.0138,0.0418,1,11.1824,5.0938,14.2403,0.1774,16.1851,0.1161,0.6222,1.4599999999999937
2022,SIMIYU,155,12,167,75364,2415,167.0,72.4550898203593,381.0,93.0,99.0,71856.0,9.45502115341795,0.0132,,0.0,7.25,0,31.21,2.28,14.46,0.0719,451.3,0.56,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,70.3703703703704,70.3703703703704,4.5879815937378,4.59,71856.0,67863.0,2327.0,2227.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,71.41273009536485,71.06527685370003,0.0488,0.0378,0.0309,0.0296,0.2173,0.011000000000000003,0.2033,0.7246,0.2162,0.0125,0.0,2,11.2301,5.124,14.3523,0.2018,17.3904,0.1262,0.3667,1.9500000000000028
2023,SIMIYU,165,13,178,83614,2459,178.0,73.5955056179775,307.0,91.0,94.0,75364.0,9.255082002016877,0.0123,,0.0,8.05,0,34.0,1.72,13.81,0.073,469.7,0.51,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,72.4550898203593,70.3703703703704,4.88961711903057,4.5879815937378,75364.0,71856.0,2415.0,2327.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,73.0252977191684,72.14032193623574,0.1095,0.0182,0.0659,0.0157,-0.1942,0.09129999999999999,0.1884,0.736,0.1631,0.0111,0.0,3,11.334,5.1874,13.7277,0.1873,18.4,0.1148,0.6081,3.530000000000001
2024,SIMIYU,179,13,192,91383,2605,192.0,83.8541666666667,422.0,109.0,117.0,83614.0,7.50711603320018,0.009,,1.0,,0,35.08,2.2,13.57,0.0677,476.0,0.57,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,73.5955056179775,72.4550898203593,4.82765190955621,4.88961711903057,83614.0,75364.0,2459.0,2415.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,78.72483614232209,76.63492070166784,0.0929,0.0594,0.0787,0.1394,0.3746,0.033499999999999995,0.2702,0.8385,0.2086,0.0082,0.0109,4,11.4228,5.2627,13.4875,0.2686,21.801,0.1165,0.5501,
2020,SINGIDA,142,22,164,67149,2395,,70.5521472392638,447.0,166.0,93.0,,4.0,,,4.0,7.19,1,28.04,2.73,14.6,0.1341,409.4,1.01,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,70.5521472392638,70.5521472392638,,,,,,,0.2248,0.7055,0.2588,0.006,0.0596,0,11.1147,5.1059,14.4451,0.2224,15.8738,0.1191,0.4974,
2021,SINGIDA,142,21,163,73157,2468,163.0,70.5521472392638,447.0,166.0,93.0,67149.0,6.10433513529613,0.0091,,4.0,6.57,0,29.64,2.74,15.14,0.1288,448.8,1.02,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,70.5521472392638,,4.59,,67149.0,,2395.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,70.5521472392638,70.5521472392638,0.0895,0.0305,-0.0061,0.0,0.0,0.059,0.2256,0.7055,0.2598,0.0083,0.0547,1,11.2004,5.0999,15.0139,0.2237,16.2265,0.1161,0.6229,1.4599999999999937
2022,SINGIDA,143,24,167,78797,2523,167.0,76.0479041916168,545.0,191.0,94.0,73157.0,6.37532977022021,0.0087,,8.0,7.25,0,31.23,3.26,15.11,0.1437,471.8,1.14,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,70.5521472392638,70.5521472392638,4.5879815937378,4.59,73157.0,67149.0,2468.0,2395.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,73.3000257154403,72.38406622338147,0.0771,0.0223,0.0245,0.0779,0.2192,0.0548,0.2821,0.7605,0.3091,0.0081,0.1015,2,11.2746,5.124,14.9975,0.28,18.252,0.1262,0.3798,1.9500000000000028
2023,SINGIDA,157,25,182,84551,2624,182.0,73.0769230769231,525.0,232.0,106.0,78797.0,6.43552419508357,0.0082,,4.0,8.05,0,32.22,2.88,14.42,0.1374,464.6,1.27,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,76.0479041916168,70.5521472392638,4.88961711903057,4.5879815937378,78797.0,73157.0,2523.0,2468.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,74.56241363426994,73.2256581692679,0.073,0.04,0.0898,-0.0391,-0.0367,0.032999999999999995,0.2554,0.7308,0.273,0.0076,0.0473,3,11.3451,5.2095,14.334,0.2539,18.27,0.1148,0.6062,3.530000000000001
2024,SINGIDA,166,28,194,95551,2804,194.0,76.8041237113402,696.0,251.0,131.0,84551.0,6.06616125178886,0.0072,,6.0,,0,34.08,3.59,14.45,0.1443,492.5,1.29,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,73.0769230769231,76.0479041916168,4.82765190955621,4.88961711903057,84551.0,78797.0,2624.0,2523.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,74.94052339413165,75.3096503266267,0.1301,0.0686,0.0659,0.051,0.3257,0.0615,0.3041,0.768,0.3403,0.0063,0.0628,4,11.4674,5.273,14.3622,0.3023,19.968,0.1165,0.5244,
2020,SONGWE,91,29,120,50883,2240,,69.3548387096774,344.0,116.0,73.0,,5.0,,,0.0,7.19,1,22.72,2.87,18.67,0.2417,424.0,0.97,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,69.3548387096774,69.3548387096774,,,,,,,0.221,0.6935,0.2721,0.0098,0.0,0,10.8373,4.7958,18.4719,0.2187,15.6038,0.1191,0.493,
2021,SONGWE,96,28,124,54376,2315,124.0,69.3548387096774,344.0,116.0,73.0,50883.0,6.27321502269913,0.0123,,0.0,6.57,0,23.49,2.77,18.67,0.2258,438.5,0.94,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,69.3548387096774,,4.59,,50883.0,,2240.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,69.3548387096774,69.3548387096774,0.0686,0.0335,0.0333,0.0,0.0,0.03509999999999999,0.2163,0.6935,0.2626,0.0115,0.0,1,10.9037,4.8283,18.5144,0.2145,15.9505,0.1161,0.6185,1.4599999999999937
2022,SONGWE,102,28,130,56347,2362,130.0,71.5384615384615,383.0,134.0,89.0,54376.0,7.12630572311314,0.0131,,0.0,7.25,0,23.86,2.95,18.17,0.2154,433.4,1.03,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,69.3548387096774,69.3548387096774,4.5879815937378,4.59,54376.0,50883.0,2315.0,2240.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,70.44665012406945,70.08271298593877,0.0362,0.0203,0.0484,0.0315,0.1134,0.015900000000000004,0.2394,0.7154,0.2797,0.0126,0.0,2,10.9393,4.8752,18.0347,0.2376,17.1696,0.1262,0.3633,1.9500000000000028
2023,SONGWE,112,30,142,60122,2497,142.0,71.1267605633803,434.0,151.0,91.0,56347.0,6.3392904679929725,0.0113,,0.0,8.05,0,24.08,3.06,17.58,0.2113,423.4,1.06,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,71.5384615384615,69.3548387096774,4.88961711903057,4.5879815937378,56347.0,54376.0,2362.0,2315.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,71.3326110509209,70.67335360383974,0.067,0.0572,0.0923,-0.0058,0.1332,0.009800000000000003,0.242,0.7113,0.2901,0.0105,0.0,3,11.0041,4.9628,17.4752,0.2406,17.7825,0.1148,0.5991,3.530000000000001
2024,SONGWE,122,30,152,64933,2675,152.0,75.0,527.0,170.0,135.0,60122.0,6.15747979109145,0.0102,,2.0,,0,24.27,3.47,17.6,0.1974,427.2,1.12,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,71.1267605633803,71.5384615384615,4.82765190955621,4.88961711903057,60122.0,56347.0,2497.0,2362.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,73.06338028169014,72.55507403394726,0.08,0.0713,0.0704,0.0545,0.2143,0.0087,0.2824,0.75,0.329,0.0095,0.0308,4,11.0811,5.0304,17.493,0.2807,19.5,0.1165,0.5178,
2020,TABORA,168,26,194,85315,3287,,61.1650485436893,556.0,324.0,145.0,,5.0,,,6.0,7.19,1,25.96,2.87,16.94,0.134,439.8,1.67,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,61.1650485436893,61.1650485436893,,,,,,,0.1978,0.6117,0.2721,0.0059,0.0703,0,11.3541,5.273,16.7602,0.1957,13.7632,0.1191,0.4631,
2021,TABORA,179,27,206,91931,3327,206.0,61.1650485436893,556.0,324.0,145.0,85315.0,9.08867139424486,0.0107,,6.0,6.57,0,27.63,2.7,16.15,0.1311,446.3,1.57,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,61.1650485436893,,4.59,,85315.0,,3287.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,61.1650485436893,61.1650485436893,0.0775,0.0122,0.0619,0.0,0.0,0.0653,0.188,0.6117,0.256,0.0099,0.0653,1,11.4288,5.3327,16.0154,0.1864,14.0691,0.1161,0.5886,1.4599999999999937
2022,TABORA,182,30,212,96583,3402,212.0,68.3962264150943,668.0,326.0,162.0,91931.0,8.9491031316966,0.0097,,11.0,7.25,0,28.39,3.15,16.05,0.1415,455.6,1.54,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,61.1650485436893,61.1650485436893,4.5879815937378,4.59,91931.0,85315.0,3327.0,3287.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,64.7806374793918,63.575441167490965,0.0506,0.0225,0.0291,0.1182,0.2014,0.0281,0.2468,0.684,0.2986,0.0093,0.1139,2,11.4782,5.3613,15.9305,0.245,16.416,0.1262,0.3519,1.9500000000000028
2023,TABORA,197,32,229,110081,3592,229.0,69.8689956331878,613.0,209.0,158.0,96583.0,8.441444146485406,0.0087,,6.0,8.05,0,30.65,2.68,15.69,0.1397,480.7,0.91,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,68.3962264150943,61.1650485436893,4.88961711903057,4.5879815937378,96583.0,91931.0,3402.0,3327.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,69.13261102414106,66.47675686399047,0.1398,0.0558,0.0802,0.0215,-0.0823,0.084,0.2151,0.6987,0.2541,0.0077,0.0545,3,11.609,5.4381,15.5965,0.2138,17.4675,0.1148,0.5945,3.530000000000001
2024,TABORA,217,32,249,124169,3798,249.0,75.9036144578313,905.0,318.0,212.0,110081.0,9.13418301069213,0.0083,,2.0,,0,32.69,3.63,15.25,0.1285,498.7,1.28,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,69.8689956331878,68.3962264150943,4.82765190955621,4.88961711903057,110081.0,96583.0,3592.0,3402.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,72.88630504550954,71.38961216870446,0.128,0.0573,0.0873,0.0864,0.4763,0.07070000000000001,0.2997,0.759,0.3441,0.0074,0.0161,4,11.7294,5.5215,15.1573,0.2979,19.734,0.1165,0.5211,
2020,TANGA,244,46,290,118404,5515,,67.5767918088737,1012.0,246.0,182.0,,7.0,,,3.0,7.19,1,21.47,3.49,19.02,0.1586,408.3,0.85,85.84,14.16,435654.0,4.59,38.55,106006.0,104881.0,0.9893873931664245,22.5,,,,,,,,,,,,,,,85.84,85.84,22.5,22.5,4.59,4.59,38.55,38.55,67.5767918088737,67.5767918088737,,,,,,,0.2277,0.6758,0.3309,0.0059,0.0253,0,11.6819,5.6733,18.8181,0.2253,15.2055,0.1191,0.4866,
2021,TANGA,246,47,293,126915,5620,293.0,67.5767918088737,1012.0,246.0,182.0,118404.0,4.45086314651532,0.0038,,3.0,6.57,0,22.58,3.45,19.18,0.1604,433.2,0.84,87.3,12.7,487730.0,4.5879815937378,39.5048840019058,109335.0,108424.0,0.9916678099419216,23.0,85.84,,22.5,,38.55,,67.5767918088737,,4.59,,118404.0,,5515.0,,86.57,86.57,22.75,22.75,4.5889907968689005,4.5889907968689005,39.0274420009529,39.0274420009529,67.5767918088737,67.5767918088737,0.0719,0.019,0.0103,0.0,0.0,0.0529,0.2259,0.6758,0.3271,0.0035,0.0236,1,11.7513,5.6836,19.0202,0.224,15.5434,0.1161,0.612,1.4599999999999937
2022,TANGA,253,45,298,128548,5718,298.0,71.8120805369127,1042.0,374.0,207.0,126915.0,5.14990347870622,0.0041,,3.0,7.25,0,22.48,3.5,19.19,0.151,431.4,1.26,87.79,12.21,522217.0,4.88961711903057,38.7341995273676,113205.0,112362.0,0.9925533324499801,24.0,87.3,85.84,23.0,22.5,39.5048840019058,38.55,67.5767918088737,67.5767918088737,4.5879815937378,4.59,126915.0,118404.0,5620.0,5515.0,87.545,86.97666666666667,23.5,23.166666666666668,4.738799356384185,4.689199570922789,39.1195417646367,38.9296945097578,69.6944361728932,68.98855471822003,0.0129,0.0174,0.0171,0.0627,0.0296,-0.004499999999999999,0.2694,0.7181,0.3318,0.004,0.0233,2,11.7641,5.7004,19.0471,0.2674,17.2344,0.1262,0.3643,1.9500000000000028
2023,TANGA,270,47,317,139965,5837,317.0,74.7634069400631,943.0,371.0,189.0,128548.0,4.935121511030899,0.0038,,13.0,8.05,0,23.98,2.97,18.41,0.1483,441.5,1.17,89.37,10.63,529596.0,4.82765190955621,42.04513154535075,117909.0,117206.0,0.9940377748941981,25.0,87.79,87.3,24.0,23.0,38.7341995273676,39.5048840019058,71.8120805369127,67.5767918088737,4.88961711903057,4.5879815937378,128548.0,126915.0,5718.0,5620.0,88.58000000000001,88.15333333333335,24.5,24.0,4.85863451429339,4.768416874108193,40.389665536359175,40.09473835820805,73.2877437384879,71.38409309528318,0.0888,0.0208,0.0638,0.0411,-0.095,0.068,0.2651,0.7476,0.2816,0.0035,0.0929,3,11.8492,5.7621,18.3002,0.2635,18.69,0.1148,0.6124,3.530000000000001
2024,TANGA,289,45,334,150855,6024,334.0,80.8383233532934,1296.0,422.0,252.0,139965.0,4.99124781195299,0.0036,,28.0,,0,25.04,3.88,18.04,0.1347,451.7,1.26,,,,4.82027585377703,41.3765775246484,128686.0,127904.0,0.9939231928881153,26.0,89.37,87.79,25.0,24.0,42.04513154535075,38.7341995273676,74.7634069400631,71.8120805369127,4.82765190955621,4.88961711903057,139965.0,128548.0,5837.0,5718.0,89.37,88.58000000000001,25.5,25.0,4.82396388166662,4.845848294121271,41.71085453499957,40.71863619912225,77.80086514667826,75.80460361008973,0.0778,0.032,0.0536,0.0813,0.3743,0.045799999999999993,0.3378,0.8084,0.3678,0.0033,0.1856,4,11.9241,5.8141,17.9304,0.3357,21.0184,0.1165,0.5391,
